id,funding_check,funding_check_oi,paper_set
journal.pwat.0000003,NA,"Respondents further cited that inadequate or delayed funding disbursements result in budget deficits for fulfilling workplan goals.

Respondents further cited that inadequate or delayed funding disbursements result in budget deficits for fulfilling workplan goals.",../_papers/plos_water.rds
journal.pwat.0000039,NA,"With sound asset management and capital improvement plans, they can work with officeholders to develop funding strategies that balance investment with manageable debt and water rates.",../_papers/plos_water.rds
journal.pwat.0000044,NA,"One of the network’s key accomplishments was being able to engage all relevant actors, secure funding, and construct a temporary fecal sludge dumping facility in 2020. With support from Tetra Tech and SWS, the network formed and identified their common vision as strengthening sanitation services in the town.

A key accomplishment of the network was drafting the first a County Water Bill to provide an enabling environment for universal water service access by addressing core sector issues such as monitoring, coordination, funding, professionalization of rural water management, among others.

One of the network’s key accomplishments was being able to engage all relevant actors, secure funding, and construct a temporary fecal sludge dumping facility in 2020. With support from Tetra Tech and SWS, the network formed and identified their common vision as strengthening sanitation services in the town.

A key accomplishment of the network was drafting the first a County Water Bill to provide an enabling environment for universal water service access by addressing core sector issues such as monitoring, coordination, funding, professionalization of rural water management, among others.

One of the network’s key accomplishments was being able to engage all relevant actors, secure funding, and construct a temporary fecal sludge dumping facility in 2020. With support from Tetra Tech and SWS, the network formed and identified their common vision as strengthening sanitation services in the town.

A key accomplishment of the network was drafting the first a County Water Bill to provide an enabling environment for universal water service access by addressing core sector issues such as monitoring, coordination, funding, professionalization of rural water management, among others.

Support indicates working together on water or sanitation issues, specifically who they give support to or receive support from (training, equipment, permits, studies).

Support indicates working together on water or sanitation issues, specifically who they give support to or receive support from (training, equipment, permits, studies).",../_papers/plos_water.rds
journal.pwat.0000044,NA,"A separate study investigated some of the key factors contributing this progress of the Debre Birhan Learning Alliance, finding key drivers to be their method of working closely with the Town Administration to secure their buy-in as well as to access funding from private factories and town water utility for construction of FSD site facilities (access road and trench ponds for FS disposal), the collaborative way in which the alliance decided on the fecal sludge dumping site as a focus area, the strong convening power and capacity of the Municipality and Water Utility and Municipality who took over leadership of the alliance, and the ability of the alliance to establish a continuous and accountable membership [2].

A separate study investigated some of the key factors contributing this progress of the Debre Birhan Learning Alliance, finding key drivers to be their method of working closely with the Town Administration to secure their buy-in as well as to access funding from private factories and town water utility for construction of FSD site facilities (access road and trench ponds for FS disposal), the collaborative way in which the alliance decided on the fecal sludge dumping site as a focus area, the strong convening power and capacity of the Municipality and Water Utility and Municipality who took over leadership of the alliance, and the ability of the alliance to establish a continuous and accountable membership [2].

A separate study investigated some of the key factors contributing this progress of the Debre Birhan Learning Alliance, finding key drivers to be their method of working closely with the Town Administration to secure their buy-in as well as to access funding from private factories and town water utility for construction of FSD site facilities (access road and trench ponds for FS disposal), the collaborative way in which the alliance decided on the fecal sludge dumping site as a focus area, the strong convening power and capacity of the Municipality and Water Utility and Municipality who took over leadership of the alliance, and the ability of the alliance to establish a continuous and accountable membership [2].",../_papers/plos_water.rds
journal.pwat.0000047,NA,"Similarly, barriers reported by partner informants across the three contexts were the: host government relationship; coordinating landscape framework; and lack of funding for the response and coordination (e.g. to conduct field visits for Monitoring and Evaluation) (S6 Table).

Similarly, barriers reported by partner informants across the three contexts were the: host government relationship; coordinating landscape framework; and lack of funding for the response and coordination (e.g. to conduct field visits for Monitoring and Evaluation) (S6 Table).",../_papers/plos_water.rds
journal.pwat.0000047,NA,"Additionally, barriers were identified across contexts that may hinder NCP’s work, including the: lack of funding; complex coordinating landscape framework; and host government relationships.",../_papers/plos_water.rds
journal.pwat.0000101,NA,"Depending on the scale of the work, funding could be sought from national funding agencies, large foundations, or global funding organisations (e.g., World Bank, Global Environment Facility).

Depending on the scale of the work, funding could be sought from national funding agencies, large foundations, or global funding organisations (e.g., World Bank, Global Environment Facility).

Concurrently, international organisations and/or nations with resources can focus on the research gaps for global-scale indicators (Table 2)–many of which emphasise addressing data limitations in developing nations—when determining funding priorities.",../_papers/plos_water.rds
journal.pwat.0000179,NA,"Technical assistance providers are working closely with state agencies and the US Environmental Protection Agency (EPA) to identify utilities in need of assistance, diagnose their financial and infrastructure needs, then identify resources funding opportunities that could help these utilities implement solutions to address diagnosed needs.

In North Carolina, there are funds available from the state to grant funding to units designated as “distressed” with “the goal of facilitating comprehensive, long-term solutions through a process framework and grant funding” [47].

In North Carolina, there are funds available from the state to grant funding to units designated as “distressed” with “the goal of facilitating comprehensive, long-term solutions through a process framework and grant funding” [47].

The legislation enables the provision of funding to support the regionalization or decentralization of services, rehabilitation of infrastructure, rate studies, asset inventories, and other options that could help generate revenue to adequately fund management and operations [5].

The legislation enables the provision of funding to support the regionalization or decentralization of services, rehabilitation of infrastructure, rate studies, asset inventories, and other options that could help generate revenue to adequately fund management and operations [5].

Around 65% of capital improvements are financed through loans, and less than 3% of improvements are funded with state and federal grants [18].",../_papers/plos_water.rds
journal.pwat.0000305,NA,"This is a comprehensive framework designed to evaluate various factors across five key domains: Institutional arrangements, which look at the roles and capacities of institutions; Management practices, which focus on the effectiveness of operational and financial management; Financial arrangements, which assess the economic viability and funding mechanisms; Technical design and implementation, which ensures appropriateness and quality of WASH systems; and Environmental factors, considering the environmental impact and resilience.

This is a comprehensive framework designed to evaluate various factors across five key domains: Institutional arrangements, which look at the roles and capacities of institutions; Management practices, which focus on the effectiveness of operational and financial management; Financial arrangements, which assess the economic viability and funding mechanisms; Technical design and implementation, which ensures appropriateness and quality of WASH systems; and Environmental factors, considering the environmental impact and resilience.",../_papers/plos_water.rds
journal.pwat.0000330,NA,"Examples of inefficiency include funding for projects that were not well aligned the needs and priorities of local healthcare workers and administrators and allocations of resources to areas based on political alliances rather than needs.

Examples of inefficiency include funding for projects that were not well aligned the needs and priorities of local healthcare workers and administrators and allocations of resources to areas based on political alliances rather than needs.",../_papers/plos_water.rds
journal.pwat.0000044,NA,"This is supported by findings from Kolleck et al. [11], who investigated predictors of ‘common vision identification’ within Collective Impact networks and found that members more central to the network had higher identification with the groups’ visions.

This is supported by findings from Kolleck et al. [11], who investigated predictors of ‘common vision identification’ within Collective Impact networks and found that members more central to the network had higher identification with the groups’ visions.",../_papers/plos_water.rds
journal.pwat.0000059,NA,"Data at unprecedently high spatial and temporal resolutions will become increasingly available from dense sensor networks supported by IoT (“Internet-of-Things”) and cloud technologies [112].

Data at unprecedently high spatial and temporal resolutions will become increasingly available from dense sensor networks supported by IoT (“Internet-of-Things”) and cloud technologies [112].",../_papers/plos_water.rds
journal.pwat.0000171,NA,"Mostly, each pit latrine was dominated by a single pathway (e.g., methane production through acetate or through H2/CO2), which is supported by previous work that found variations in physical and chemical properties of pit latrines between pits [37].

Mostly, each pit latrine was dominated by a single pathway (e.g., methane production through acetate or through H2/CO2), which is supported by previous work that found variations in physical and chemical properties of pit latrines between pits [37].",../_papers/plos_water.rds
journal.pwat.0000189,NA,"Of these, only a third, 32.3% (21/65) of the HCFs had their IPC activities/work plans supported by budget lines (Table 2).

Of these, only a third, 32.3% (21/65) of the HCFs had their IPC activities/work plans supported by budget lines (Table 2).

Of these, only a third, 32.3% (21/65) of the HCFs had their IPC activities/work plans supported by budget lines (Table 2).",../_papers/plos_water.rds
journal.pwat.0000417,NA,"The degree of practical application also differs: while frameworks such as WRM and DRM are supported by extensive implementation experience, others such as Adaptative governance continue to grapple with significant and well documented implementation gaps [33,66,67].

The degree of practical application also differs: while frameworks such as WRM and DRM are supported by extensive implementation experience, others such as Adaptative governance continue to grapple with significant and well documented implementation gaps [33,66,67].

These national strategic planning processes, often mandated by law, provide a structured opportunity for different agencies to convene to periodically and progressively enable changes in policies, laws, programs, regulations, funding and, interagency collaboration arrangements [64].

These national strategic planning processes, often mandated by law, provide a structured opportunity for different agencies to convene to periodically and progressively enable changes in policies, laws, programs, regulations, funding and, interagency collaboration arrangements [64].",../_papers/plos_water.rds
journal.pwat.0000041,NA,"This vulnerable worker group lacked basic job facilities, received poor payment and insufficient protective equipment, and rarely had any health support from their employers.",../_papers/plos_water.rds
journal.pwat.0000087,NA,"With support from the Bureau for Humanitarian Assistance of the United States Agency for International Development, Tufts University worked to understand cholera response by context by: 1) completing a literature review of WASH interventions in cholera, by context; 2) convening a Working Group to discuss cholera by context, including collaborative development of NCP guidance; and, 3) conducting key informant interviews (KIIs) with Working Group members to define priority factors for selecting and implementing WASH interventions in cholera contexts.",../_papers/plos_water.rds
journal.pwat.0000175,NA,"The framework is grounded in four key elements. leadership and support from local officials, cooperation among various stakeholders, an integrated approach to environmental management, and the publicizing of successes and achievements.

The framework is grounded in four key elements. leadership and support from local officials, cooperation among various stakeholders, an integrated approach to environmental management, and the publicizing of successes and achievements.

The framework is grounded in four key elements. leadership and support from local officials, cooperation among various stakeholders, an integrated approach to environmental management, and the publicizing of successes and achievements.",../_papers/plos_water.rds
journal.pwat.0000389,NA,"Specifically, this study shows that the largest numbers of people most exposed to livelihood insecurity in this region are those who have been among the least funded by outside agencies.

At least one study has argued that, as the costs of domestic climate-change adaptation accelerate in donor countries, they will become less able to continue funding Pacific Island countries at the level to which many have become accustomed [86].

At least one study has argued that, as the costs of domestic climate-change adaptation accelerate in donor countries, they will become less able to continue funding Pacific Island countries at the level to which many have become accustomed [86].",../_papers/plos_water.rds
journal.pwat.0000021,NA,"The inadequate number of cleaners and maintenance staff that characterised the study HCFs could be attributed to limited funding for WASH and IPC in LMICs, including Uganda [22, 41–44].

The study revealed that more than half of the HCFs had an annual budget that included funding for WASH and IPC infrastructure.

Aside from the PHC funds disbursed by the Ugandan Ministry of Finance, Planning and Economic Development to both public and PNFP HCFs, this study did not explicitly explore other funding mechanisms for WASH and IPC. Therefore, future studies could explore funding mechanisms for WASH and IPC in all HCFs, implementation of audit findings, and the gaps that affect sustainability in private HCFs.

Aside from the PHC funds disbursed by the Ugandan Ministry of Finance, Planning and Economic Development to both public and PNFP HCFs, this study did not explicitly explore other funding mechanisms for WASH and IPC. Therefore, future studies could explore funding mechanisms for WASH and IPC in all HCFs, implementation of audit findings, and the gaps that affect sustainability in private HCFs.",../_papers/plos_water.rds
journal.pwat.0000071,NA,"Studying the effectiveness and applicability of municipal bond markets to provide funding for capital improvements in lower-income contexts may also be worthwhile.

Studying the effectiveness and applicability of municipal bond markets to provide funding for capital improvements in lower-income contexts may also be worthwhile.",../_papers/plos_water.rds
journal.pwat.0000132,NA,"In the Sacramento-San Joaquin Delta region, including the Cosumnes River study site, flood resilience has increased by integrating ecological restoration with flood management [112], despite implementation challenges such as land acquisition, funding, and regulatory hurdles.

In the Sacramento-San Joaquin Delta region, including the Cosumnes River study site, flood resilience has increased by integrating ecological restoration with flood management [112], despite implementation challenges such as land acquisition, funding, and regulatory hurdles.",../_papers/plos_water.rds
journal.pwat.0000222,NA,"In the selected case study Caribbean SIDS funding is often limited due to the reliance of public water utilities on state subventions.

In the selected case study Caribbean SIDS funding is often limited due to the reliance of public water utilities on state subventions.

In the selected case study Caribbean SIDS funding is often limited due to the reliance of public water utilities on state subventions.

Further, access to research fundings should be a priority as is an interdisciplinary approach to research.",../_papers/plos_water.rds
journal.pwat.0000389,NA,This study evaluates the equitability of the distribution of external funding for attaining water security.,../_papers/plos_water.rds
journal.pwat.0000132,NA,"DoD surfaces shown in Figs 3 and 5 depict geomorphic change across the study area, and are supported by quantitative volumetric measurements of sediment change.

DoD surfaces shown in Figs 3 and 5 depict geomorphic change across the study area, and are supported by quantitative volumetric measurements of sediment change.",../_papers/plos_water.rds
journal.pwat.0000231,NA,"Hand hygiene champions were purposively selected from various departments, trained in HH promotion, and supported by study staff (June–August, 2022).

Hand hygiene champions were purposively selected from various departments, trained in HH promotion, and supported by study staff (June–August, 2022).",../_papers/plos_water.rds
journal.pwat.0000238,NA,"This is supported by the significant UV dose-dependent decrease in photolyase in KrCl irradiated samples (Fig 3B), and by the significantly lower repair study photolyase intercepts (Fig 4B, see similar in S9 Fig).

This is supported by the significant UV dose-dependent decrease in photolyase in KrCl irradiated samples (Fig 3B), and by the significantly lower repair study photolyase intercepts (Fig 4B, see similar in S9 Fig).",../_papers/plos_water.rds
journal.pwat.0000279,NA,"Lodwar offers a good fit for this study because it is experiencing rapid changes and is supported by pre-existing research partnerships.

Lodwar offers a good fit for this study because it is experiencing rapid changes and is supported by pre-existing research partnerships.",../_papers/plos_water.rds
journal.pwat.0000367,NA,"Other major international survey programmes include the Living Standards Measurement Study (LSMS), and the Demographic and Health Surveys (DHS), supported by the World Bank and the United States Agency for International Development (USAID), respectively.",../_papers/plos_water.rds
journal.pwat.0000373,NA,"In this study, the iccdr,b datasets from Bangladesh outlined in Table 1 provide robust data, supported by quality assurance programmes with analysis of replicate samples and blanks.",../_papers/plos_water.rds
journal.pwat.0000380,NA,"This argument is supported by the current study that also detected DNA of other fecal indicator bacteria such as Bacteroides (29.3%, n = 54/184), Citrobacter (21.6%, n = 25/184), Klebsiella (41.5%, n = 76/184) and Streptococcus (n = 49/184, 42.2%).

This argument is supported by the current study that also detected DNA of other fecal indicator bacteria such as Bacteroides (29.3%, n = 54/184), Citrobacter (21.6%, n = 25/184), Klebsiella (41.5%, n = 76/184) and Streptococcus (n = 49/184, 42.2%).",../_papers/plos_water.rds
journal.pwat.0000026,NA,"A water security study from Nepal reported that some women found individual decision-making stressful and that seeking support from in-laws and husbands was culturally valued [59].

A water security study from Nepal reported that some women found individual decision-making stressful and that seeking support from in-laws and husbands was culturally valued [59].",../_papers/plos_water.rds
journal.pwat.0000003,NA,"Studies in Kenya [21, 60], and Mali [36], and studies investigating rural water services across multiple country contexts [19] also uncovered and discussed influences of inadequately decentralized government funding structures.",../_papers/plos_water.rds
journal.pwat.0000106,NA,"Gaps in stream stage and discharge records may occur due to improper hydrological sensor installation (e.g., especially during short-term studies, when site characteristics are not well-known), equipment failure, and/or gaps in funding for monitoring programs.",../_papers/plos_water.rds
journal.pwat.0000114,NA,"The last of these studies also emphasized how microfinance can complement public subsidies for sanitation improvements: microloans support households that are ineligible for subsidies, and for the eligible they act as bridge funding or enable larger investments than would otherwise be possible [7, 8].",../_papers/plos_water.rds
journal.pwat.0000189,NA,"Our results align with studies in other developing countries, citing limited funding as a barrier to implementing IPC programs [16,46].",../_papers/plos_water.rds
journal.pwat.0000033,NA,"Greater discolouration responses were consistently observed at 16°C than 8°C Our finding that temperature increases discolouration response is supported by previous studies that reported higher discolouration complaints, iron concentrations [48] and manganese release [49] during warmer temperatures.

Greater discolouration responses were consistently observed at 16°C than 8°C Our finding that temperature increases discolouration response is supported by previous studies that reported higher discolouration complaints, iron concentrations [48] and manganese release [49] during warmer temperatures.",../_papers/plos_water.rds
journal.pwat.0000188,NA,"Further, the comparative analysis between the AWWA and WHIRL data is demonstrative of the effects of income, race, and preferred sources of information on drinking water perceptions, which is supported by previous studies [37,51,55].

Further, the comparative analysis between the AWWA and WHIRL data is demonstrative of the effects of income, race, and preferred sources of information on drinking water perceptions, which is supported by previous studies [37,51,55].

Further, the comparative analysis between the AWWA and WHIRL data is demonstrative of the effects of income, race, and preferred sources of information on drinking water perceptions, which is supported by previous studies [37,51,55].",../_papers/plos_water.rds
journal.pwat.0000278,NA,"This result is subsequently supported by three meta-studies [26, 53, 54].",../_papers/plos_water.rds
journal.pwat.0000278,NA,"This result is subsequently supported by three meta-studies [26, 53, 54].",../_papers/plos_water.rds
journal.pwat.0000101,NA,"Given the importance of in situ data to inform biological indicators for rivers (and other aquatic ecosystems), we recommend that research funders support the creation and expansion of large-scale datasets [62], as well as adopting data sharing criteria to promote behavioural and cultural shifts in scientific practice [63].

Given the importance of in situ data to inform biological indicators for rivers (and other aquatic ecosystems), we recommend that research funders support the creation and expansion of large-scale datasets [62], as well as adopting data sharing criteria to promote behavioural and cultural shifts in scientific practice [63].",../_papers/plos_water.rds
journal.pwat.0000217,NA,"An agenda for research investments will also ensure that we respond to recognised needs and gaps in the sector; ensure fair and direct benefits reach people affected by crises; and mobilise resources among governments, organisations, academic institutions and funders [22]. In this paper, we describe the methodology of this process and present the research priorities as a guide for researchers, humanitarian practitioners and funding agencies by providing a prioritised list of research questions that, when answered, will contribute to improved WASH policy and practice in humanitarian crises.",../_papers/plos_water.rds
journal.pwat.0000151,NA,"The initial version of Fig 1 was collaboratively created by Caroline Delaire and the authors (VZ and JT), alongside other members of the USAID-funded Water, Sanitation, and Hygiene Partnerships and Learning for Sustainability (WASHpals) Research Team, as part of the desk review conducted at the project’s inception to categorize the multifaceted factors influencing latrine adoption across different scales.",../_papers/plos_water.rds
journal.pwat.0000185,NA,"The research project funded a doctoral thesis, several graduate student projects, and generated publications as well as conference presentations–all led by individuals based in Europe.

The research project funded a doctoral thesis, several graduate student projects, and generated publications as well as conference presentations–all led by individuals based in Europe.

The research project funded a doctoral thesis, several graduate student projects, and generated publications as well as conference presentations–all led by individuals based in Europe.

Three committees were formed with support from an NGO with experience in similar projects in order to manage and operate community taps in the south, centre, and north of Uvira.

Three committees were formed with support from an NGO with experience in similar projects in order to manage and operate community taps in the south, centre, and north of Uvira.

Three committees were formed with support from an NGO with experience in similar projects in order to manage and operate community taps in the south, centre, and north of Uvira.",../_papers/plos_water.rds
journal.pwat.0000252,NA,"Given this background, this narrative review article thus draws on research undertaken through UKRI-funded GCRF project Towards Brown Gold: Re-imagining Off Grid Sanitation in Rapidly Urbanising Areas in Asia and Africa and critically analyses the literature on safely managed sanitation, faecal sludge management and emerging innovations relating to resource recovery through the circular economy through the lens of marginality in the urban global South.",../_papers/plos_water.rds
journal.pwat.0000323,NA,"Much of her privilege to be funded and able to conduct research in the international sphere stems from the colonial legacies of the British Empire.

Much of her privilege to be funded and able to conduct research in the international sphere stems from the colonial legacies of the British Empire.",../_papers/plos_water.rds
journal.pwat.0000379,NA,"Approval was also sought from the Liverpool School of Tropical Medicine (LSTM) and the African Population and Health Research Centre (APHRC) internal ethical review committees as part of the larger Accountability and Responsiveness in Informal Settlements for Equity (ARISE) Research Hub funded by the UK Research and Innovation (UKRI).

Approval was also sought from the Liverpool School of Tropical Medicine (LSTM) and the African Population and Health Research Centre (APHRC) internal ethical review committees as part of the larger Accountability and Responsiveness in Informal Settlements for Equity (ARISE) Research Hub funded by the UK Research and Innovation (UKRI).",../_papers/plos_water.rds
journal.pwat.0000017,NA,"The Obama Administration created policies to improve open data, including the Open Water Data Initiative [5], which led to improved access to federal agency water data by encouraging data-as-a-service models [6], and the Public Access to Research Results policy [7], to increase the accessibility of publications and digital data produced by federal funding recipients.",../_papers/plos_water.rds
journal.pwat.0000087,NA,"Based on these categories, we developed guidelines with the following steps: 1) define the disease objective (control, prevention, or elimination); 2) understand and define the broad context (including existing WASH infrastructure and population habits, available funding, outbreak sources and transmission pathways, stakeholder capacity, and access difficulties); and, 3) focus on monitoring of activities, multi-sectoral coordination (including WASH and health), and targeted approaches, both for implementation and future research.",../_papers/plos_water.rds
journal.pwat.0000200,NA,"Employing PAR methods of researcher reflection through collaborative writing and thematic analysis, we identify four enabling conditions supporting the Citarum Living Lab’s establishment and implementation of river revitalisation principles over a four-year period: 1) a blended funding strategy; 2) place-based adaptation of principles and concepts; 3) dialogue and trust-building; and 4) intermediation of stakeholder priorities.

Blended funding models that bring together public, private, and research funding have the potential to enable integrative approaches to global challenges [83]. The blended funding model employed by the program has provided flexibility to enable new, interdisciplinary collaborations to emerge over time.",../_papers/plos_water.rds
journal.pwat.0000214,NA,However often the burden of maintaining these reviews lies on researchers so long-term funding is required to ensure these reviews are kept up-to-date.,../_papers/plos_water.rds
journal.pwat.0000330,NA,"The mayor has to go out every time, go do advocacy, go do research, to get funding.

Additional challenges included project cycles that funded upfront investment and a fixed time period of maintenance (often one year), without steady support for long-term operations and maintenance.

NGO funding was typically associated with a specific project (e.g., infrastructure construction and a limited period of operations and maintenance).

Strong social ties among the diaspora were also important for larger cash donations that contributed to funding high-cost projects.",../_papers/plos_water.rds
journal.pwat.0000330,NA,"The mayor has to go out every time, go do advocacy, go do research, to get funding.

The mayor has to go out every time, go do advocacy, go do research, to get funding.

Additional challenges included project cycles that funded upfront investment and a fixed time period of maintenance (often one year), without steady support for long-term operations and maintenance.

Additional challenges included project cycles that funded upfront investment and a fixed time period of maintenance (often one year), without steady support for long-term operations and maintenance.

NGO funding was typically associated with a specific project (e.g., infrastructure construction and a limited period of operations and maintenance).

NGO funding was typically associated with a specific project (e.g., infrastructure construction and a limited period of operations and maintenance).

Strong social ties among the diaspora were also important for larger cash donations that contributed to funding high-cost projects.

Strong social ties among the diaspora were also important for larger cash donations that contributed to funding high-cost projects.",../_papers/plos_water.rds
journal.pwat.0000174,NA,"This result was supported by the research [88,89].",../_papers/plos_water.rds
journal.pwat.0000267,NA,"A research manager from Oxfam was hired to recruit, train, and supervise data collectors, with remote support from Tufts University staff.

A research manager from Oxfam was hired to recruit, train, and supervise data collectors, with remote support from Tufts University staff.",../_papers/plos_water.rds
journal.pwat.0000166,NA,"We also suggest that training programs are initiated and funded for using these water quality models and analytical tools, supporting collaborations between the scientific community, watershed alliances, and utilities.",../_papers/plos_water.rds
journal.pwat.0000160,NA,"Simultaneously, they noted that funding would also be crucial to ensure that policy is effective not only on paper but in practice too.

Simultaneously, they noted that funding would also be crucial to ensure that policy is effective not only on paper but in practice too.",../_papers/plos_water.rds
journal.pwat.0000026,NA,"Given that our systematic review was part of a BMGF-funded project to develop and validate measures to assess women’s empowerment in urban sanitation, [50] we elected to use the same model for consistency.

Given that our systematic review was part of a BMGF-funded project to develop and validate measures to assess women’s empowerment in urban sanitation, [50] we elected to use the same model for consistency.",../_papers/plos_water.rds
journal.pwat.0000099,NA,"Our eDNA sampling efforts were conducted through multiple projects, including Nepal Fish Biodiversity Project (NFBP, 2016–18) and PAANI project (PAANI, 2018–19) in KR, and Upper Trishuli eDNA assessment (2019–20, IFC funded) in TR (S1 Table).

Our eDNA sampling efforts were conducted through multiple projects, including Nepal Fish Biodiversity Project (NFBP, 2016–18) and PAANI project (PAANI, 2018–19) in KR, and Upper Trishuli eDNA assessment (2019–20, IFC funded) in TR (S1 Table).",../_papers/plos_water.rds
journal.pwat.0000102,NA,"Upon satisfying these primary criteria, short-listed watersheds were evaluated according to the following secondary criteria: accessibility; characterization as primarily rural; not concurrently receiving other significant assistance/funded support in WASH, environmental management, or other areas that would compromise the ability of the project to detect changes in risk factors; and potential for leveraging resources from other agencies to support implementation of prioritized interventions.

Upon satisfying these primary criteria, short-listed watersheds were evaluated according to the following secondary criteria: accessibility; characterization as primarily rural; not concurrently receiving other significant assistance/funded support in WASH, environmental management, or other areas that would compromise the ability of the project to detect changes in risk factors; and potential for leveraging resources from other agencies to support implementation of prioritized interventions.",../_papers/plos_water.rds
journal.pwat.0000126,NA,"Furthermore, performance assessments and monitoring of infrastructure projects are typically funded and implemented at the project scale, meaning that watershed-scale and ecosystem-scale benefits may be missed or misunderstood.

Furthermore, performance assessments and monitoring of infrastructure projects are typically funded and implemented at the project scale, meaning that watershed-scale and ecosystem-scale benefits may be missed or misunderstood.

By dint of their multiple objectives, NBS projects can bring funding directed toward other societal goals (e.g., water supply or flood control) to bear on conservation goals where other societal objectives can be achieved.

Consequently, from a logistical point of view, funding for IAS management could be leveraged to finance necessary monitoring of the outcomes of different NBS projects, where existing support for mandatory performance monitoring may fall short [18].

By dint of their multiple objectives, NBS projects can bring funding directed toward other societal goals (e.g., water supply or flood control) to bear on conservation goals where other societal objectives can be achieved.

Consequently, from a logistical point of view, funding for IAS management could be leveraged to finance necessary monitoring of the outcomes of different NBS projects, where existing support for mandatory performance monitoring may fall short [18].",../_papers/plos_water.rds
journal.pwat.0000138,NA,"This is evident from government programs like Sujala (Karnataka Watershed Development Project), a World Bank-funded project implemented in 11 districts in Karnataka to improve the productive potential of selected watersheds and to strengthen community and institutional arrangements [33], and Jal Shakti Abhiyan (Catch the Rain), a campaign by the Government of India in water-stressed districts to promote water conservation and water resource management [34].",../_papers/plos_water.rds
journal.pwat.0000153,NA,"Relative mean SLR along the coast had been established under the World Bank-funded Coastal Embankment Improvement Project Phase 1 (2013–2022) considering subsidence, sedimentation, and absolute SLR under different climate change scenarios [42, 43].

Relative mean SLR along the coast had been established under the World Bank-funded Coastal Embankment Improvement Project Phase 1 (2013–2022) considering subsidence, sedimentation, and absolute SLR under different climate change scenarios [42, 43].

Relative mean SLR along the coast had been established under the World Bank-funded Coastal Embankment Improvement Project Phase 1 (2013–2022) considering subsidence, sedimentation, and absolute SLR under different climate change scenarios [42, 43].",../_papers/plos_water.rds
journal.pwat.0000219,NA,"Projects are underway to improve piped water supply throughout Beira including the Water Service & Institutional Support (WASIS-II) project funded by the World Bank in 2016.

Projects are underway to improve piped water supply throughout Beira including the Water Service & Institutional Support (WASIS-II) project funded by the World Bank in 2016.",../_papers/plos_water.rds
journal.pwat.0000077,NA,"In this context of uncertainty around the stability of federal support for water projects, MA SAC has urged Massachusetts to revive its own statewide Low-Income Sewer and Water Assistance Program, which has not had appropriated funding since 2003 [86]. Through the CAA, the US Department of Health and Human Services funded grants to states, territories, and tribal communities for the Low-Income Household Water Assistance Program (LIHWAP), a temporary emergency program to assist households with water and sewer bills in fiscal year 2021.

In this context of uncertainty around the stability of federal support for water projects, MA SAC has urged Massachusetts to revive its own statewide Low-Income Sewer and Water Assistance Program, which has not had appropriated funding since 2003 [86]. Through the CAA, the US Department of Health and Human Services funded grants to states, territories, and tribal communities for the Low-Income Household Water Assistance Program (LIHWAP), a temporary emergency program to assist households with water and sewer bills in fiscal year 2021.",../_papers/plos_water.rds
journal.pwat.0000084,NA,"Besides specific best practices for each mechanism, six general success lessons also emerged, including 1) performing and presenting analyses to quantify the projects’ stormwater issues; 2) engaging city regulatory review staff and approval agencies in the early design stage; 3) hands-on design activities such as breaking down precedent projects by components and allowing community members to select individual elements; 4) keeping the community engaged during installation; 5) conducting maintenance training sessions and funding multi-year follow-up tasks to keep the community involved in maintenance; 6) promoting the project in the entire community to raise awareness of GSI benefits and broaden GSI implementation in other areas of the community.

Amount and/or quality of community feedback on the engagement process and sustained engagement/strengthened relationship were mentioned more than the other two, i.e., project progress (with respect to the degree of completion, facility performance, or funding status), and participation rate and representativeness of the community (Fig 5C).

Besides specific best practices for each mechanism, six general success lessons also emerged, including 1) performing and presenting analyses to quantify the projects’ stormwater issues; 2) engaging city regulatory review staff and approval agencies in the early design stage; 3) hands-on design activities such as breaking down precedent projects by components and allowing community members to select individual elements; 4) keeping the community engaged during installation; 5) conducting maintenance training sessions and funding multi-year follow-up tasks to keep the community involved in maintenance; 6) promoting the project in the entire community to raise awareness of GSI benefits and broaden GSI implementation in other areas of the community.

Amount and/or quality of community feedback on the engagement process and sustained engagement/strengthened relationship were mentioned more than the other two, i.e., project progress (with respect to the degree of completion, facility performance, or funding status), and participation rate and representativeness of the community (Fig 5C).",../_papers/plos_water.rds
journal.pwat.0000097,NA,"Exchanges were classified terms of position (e.g. organizational hierarchy), financing (i.e. budget flows, financial aid, project funding) and information sharing (i.e. formal reports commissioned or shared, informal dialogue) and recorded visually on the map by colour-coding the different relationships.",../_papers/plos_water.rds
journal.pwat.0000116,NA,"In addition, the words ""funding,"" ""policy,"" and ""landowner"" highlight problems encountered in field implementations of NBS projects such as lack of funding, difficulties related to local policy decisions that do not favor NBS, or the refusal of landowners to give up their land.

In addition, the words ""funding,"" ""policy,"" and ""landowner"" highlight problems encountered in field implementations of NBS projects such as lack of funding, difficulties related to local policy decisions that do not favor NBS, or the refusal of landowners to give up their land.",../_papers/plos_water.rds
journal.pwat.0000195,NA,"The exact number of flights can be affected by aircraft availability and project funding.

The exact number of flights can be affected by aircraft availability and project funding.",../_papers/plos_water.rds
journal.pwat.0000330,NA,"The mixture of funding may also change over a project’s lifespan, for example with official development aid or NGOs contributing to up-front capital investments but not longer-term operations and maintenance [16].",../_papers/plos_water.rds
